"","Title","Company","City","State","Skills"
"3155","Data Scientist, Machine Learning","Noblis","Washington"," DC","NoSQL. R. C++. Java."
"3156","Manager, Data & Analytics Delivery","Ehealth","San Francisco"," CA","SAS. Excel. C++. statistics. Java."
"3157","Research Scientist","Reinsurance-Group-of-America","Chesterfield"," MO","Python. R. SAS. C++. Java."
"3158","Statistician I","Nci-Information-Systems-Inc","Nashville"," TN","C++."
"3159","Semiconductor Patterning Data Scientist","Asml","San Jose"," CA","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3160","Data Scientist - eBusiness","Parker-Hannifin","Cleveland"," OH","SQL. C++."
"3161","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","San Diego"," CA","Python. SQL. R. C++."
"3162","Intern - Enterprise Data Science","Micron-Technology-Inc","Boise"," ID","R. Excel. C++."
"3163","Data Analyst/Scientist","Booz-Allen-Hamilton","McLean"," VA","C++."
"3164","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Chicago"," IL","Python. R. C++."
"3165","Data Architect, Senior","Booz-Allen-Hamilton","Annapolis Junction"," MD","C++."
"3166","Technology Expert I - Data Scientist","City-&-County-of-SAN-Francisco","San Francisco"," CA","Python. R. Excel. C++. statistics. Java."
"3167","Statistician I","Nci-Information-Systems-Inc","Southfield"," MI","Python. SQL. R. SAS. C++. statistics. Tableau."
"3168","Semiconductor Patterning Data Scientist","Asml","Boston"," MA","Python. SQL. R. Excel. C++. statistics. Java."
"3169","Data Scientist - eBusiness","Parker-Hannifin","San Antonio"," TX","C++."
"3170","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Denver"," CO","Python. SQL. C++. statistics."
"3171","Intern - Enterprise Data Science","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. R. C++."
"3172","Data Analyst/Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. SQL. R. C++. Tableau."
"3173","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Washington"," DC","Python. SQL. R. SAS. Excel. C++. Tableau."
"3174","Data Architect, Senior","Booz-Allen-Hamilton","San Francisco"," CA","Python. R. Excel. C++."
"3175","Technology Expert I - Data Scientist","City-&-County-of-SAN-Francisco","Chesterfield"," MO","Python. SQL. R. C++."
"3176","Data Scientist","Parker-Hannifin","Nashville"," TN","Python. SQL. R. SAS. Excel. C++."
"3177","Geospatial Data Scientist","Mckinsey-&-Company","San Jose"," CA","R. C++. Tableau."
"3178","Data Scientist Front End of Innovation","Carolinas-Healthcare-System","Denver"," CO","Python. SQL. C++. Java."
"3179","Associate Research Scientist - Machine Learning","Kamehameha-Schools","Cleveland"," OH","NoSQL. R. C++. Java."
"3180","Research Analyst","Walmart","San Diego"," CA","SAS. Excel. C++. statistics. Java."
"3181","Data Scientist","Thyssenkrupp","Boise"," ID","Python. R. SAS. C++. Java."
"3182","Sr. Data Scientist","Booz-Allen-Hamilton","McLean"," VA","C++."
"3183","Data Scientist","Owens-Corning","Chicago"," IL","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3184","Sr. Data Scientist","Pearson","Annapolis Junction"," MD","SQL. C++."
"3185","Statistician I","Thyssenkrupp","Southfield"," MI","Python. SQL. R. C++."
"3186","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","Boston"," MA","R. Excel. C++."
"3187","Analyst - Business Analytics","Owens-Corning","Granville"," OH","C++."
"3188","Data Scientist - eBusiness","Pearson","San Antonio"," TX","Python. R. C++."
"3189","Data Analyst/Scientist","Pivotal-Labs-Inc","Denver"," CO","C++."
"3190","Junior Quantitative Researcher - Machine Learning","Noblis","Washington"," DC","Python. R. Excel. C++. statistics. Java."
"3191","Data Architect, Senior","Ehealth","San Francisco"," CA","Python. SQL. R. SAS. C++. statistics. Tableau."
"3192","Technology Expert I - Data Scientist","Reinsurance-Group-of-America","Chesterfield"," MO","Python. SQL. R. Excel. C++. statistics. Java."
"3193","Data Scientist","Nci-Information-Systems-Inc","Nashville"," TN","C++."
"3194","Geospatial Data Scientist","Asml","San Jose"," CA","Python. SQL. C++. statistics."
"3195","Associate Research Scientist - Machine Learning","Parker-Hannifin","Cleveland"," OH","Python. SQL. R. C++."
"3196","Research Analyst","Qualcomm","San Diego"," CA","Python. SQL. R. C++. Tableau."
"3197","Data Scientist","Micron-Technology-Inc","Boise"," ID","Python. SQL. R. SAS. Excel. C++. Tableau."
"3198","Sr. Data Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. R. Excel. C++."
"3199","Data Scientist","Akuna-Capital","Chicago"," IL","Python. SQL. R. C++."
"3200","Sr. Data Scientist","Booz-Allen-Hamilton","Annapolis Junction"," MD","Python. SQL. R. SAS. Excel. C++."
"3201","Data Scientist","City-&-County-of-SAN-Francisco","San Francisco"," CA","R. C++. Tableau."
"3202","Data Scientist","Nci-Information-Systems-Inc","Nashville"," TN","Python. SQL. C++. Java."
"3203","Geospatial Data Scientist","Asml","San Jose"," CA","NoSQL. R. C++. Java."
"3204","Associate Research Scientist - Machine Learning","Parker-Hannifin","Cleveland"," OH","SAS. Excel. C++. statistics. Java."
"3205","Research Analyst","Qualcomm","San Diego"," CA","Python. R. SAS. C++. Java."
"3206","Data Scientist","Micron-Technology-Inc","Boise"," ID","C++."
"3207","Sr. Data Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3208","Data Scientist","Akuna-Capital","Chicago"," IL","SQL. C++."
"3209","Sr. Data Scientist","Booz-Allen-Hamilton","Annapolis Junction"," MD","Python. SQL. R. C++."
"3210","Data Scientist","City-&-County-of-SAN-Francisco","San Francisco"," CA","R. Excel. C++."
"3211","Statistician I","Nci-Information-Systems-Inc","Nashville"," TN","C++."
"3212","Semiconductor Patterning Data Scientist","Asml","San Jose"," CA","Python. R. C++."
"3213","Data Scientist - eBusiness","Parker-Hannifin","Cleveland"," OH","C++."
"3214","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","San Diego"," CA","Python. R. Excel. C++. statistics. Java."
"3215","Intern - Enterprise Data Science","Micron-Technology-Inc","Boise"," ID","Python. SQL. R. SAS. C++. statistics. Tableau."
"3216","Data Analyst/Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. R. Excel. C++. statistics. Java."
"3217","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Chicago"," IL","C++."
"3218","Data Architect, Senior","Booz-Allen-Hamilton","Annapolis Junction"," MD","Python. SQL. C++. statistics."
"3219","Technology Expert I - Data Scientist","City-&-County-of-SAN-Francisco","San Francisco"," CA","Python. SQL. R. C++."
"3220","Data Scientist","Thyssenkrupp","San Diego"," CA","Python. SQL. R. C++. Tableau."
"3221","Geospatial Data Scientist","Booz-Allen-Hamilton","Lowell"," AR","Python. SQL. R. SAS. Excel. C++. Tableau."
"3222","Data Scientist Front End of Innovation","Owens-Corning","San Jose"," CA","Python. R. Excel. C++."
"3223","Associate Research Scientist - Machine Learning","Pearson","Durham"," NC","Python. SQL. R. C++."
"3224","Sr. Data Scientist","Pivotal-Labs-Inc","Charlotte"," NC","Python. SQL. R. SAS. Excel. C++."
"3225","Data Scientist","Noblis","Mountain View"," CA","R. C++. Tableau."
"3226","Sr. Data Scientist","Ehealth","San Francisco"," CA","Python. SQL. C++. Java."
"3227","Data Scientist","Reinsurance-Group-of-America","Columbus"," OH","NoSQL. R. C++. Java."
"3228","Data Scientist","Nci-Information-Systems-Inc","Nashville"," TN","SAS. Excel. C++. statistics. Java."
"3229","Geospatial Data Scientist","Asml","San Jose"," CA","Python. R. SAS. C++. Java."
"3230","Associate Research Scientist - Machine Learning","Parker-Hannifin","Cleveland"," OH","C++."
"3231","Research Analyst","Qualcomm","San Diego"," CA","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3232","Data Scientist","Micron-Technology-Inc","Boise"," ID","SQL. C++."
"3233","Sr. Data Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. R. C++."
"3234","Data Scientist","Akuna-Capital","Chicago"," IL","R. Excel. C++."
"3235","Sr. Data Scientist","Booz-Allen-Hamilton","Annapolis Junction"," MD","C++."
"3236","Data Scientist","City-&-County-of-SAN-Francisco","San Francisco"," CA","Python. R. C++."
"3237","Data Scientist","Nci-Information-Systems-Inc","Nashville"," TN","C++."
"3238","Geospatial Data Scientist","Asml","San Jose"," CA","Python. R. Excel. C++. statistics. Java."
"3239","Associate Research Scientist - Machine Learning","Parker-Hannifin","Cleveland"," OH","Python. SQL. R. SAS. C++. statistics. Tableau."
"3240","Research Analyst","Qualcomm","San Diego"," CA","Python. SQL. R. Excel. C++. statistics. Java."
"3241","Data Scientist","Micron-Technology-Inc","Boise"," ID","C++."
"3242","Sr. Data Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. C++. statistics."
"3243","Data Scientist","Akuna-Capital","Chicago"," IL","Python. SQL. R. C++."
"3244","Sr. Data Scientist","Booz-Allen-Hamilton","Annapolis Junction"," MD","Python. SQL. R. C++. Tableau."
"3245","Data Scientist","City-&-County-of-SAN-Francisco","San Francisco"," CA","Python. SQL. R. SAS. Excel. C++. Tableau."
"3246","Data Scientist","Nci-Information-Systems-Inc","Southfield"," MI","Python. R. Excel. C++."
"3247","Geospatial Data Scientist","Asml","Boston"," MA","Python. SQL. R. C++."
"3248","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Antonio"," TX","Python. SQL. R. SAS. Excel. C++."
"3249","Research Analyst","Qualcomm","Denver"," CO","R. C++. Tableau."
"3250","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. C++. Java."
"3251","Sr. Data Scientist","Booz-Allen-Hamilton","Denver"," CO","NoSQL. R. C++. Java."
"3252","Data Scientist","Akuna-Capital","Washington"," DC","SAS. Excel. C++. statistics. Java."
"3253","Sr. Data Scientist","Booz-Allen-Hamilton","San Francisco"," CA","Python. R. SAS. C++. Java."
"3254","Data Scientist","City-&-County-of-SAN-Francisco","Chesterfield"," MO","C++."
"3255","Data Scientist","Thyssenkrupp","Nashville"," TN","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3256","Geospatial Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","SQL. C++."
"3257","Data Scientist Front End of Innovation","Owens-Corning","Denver"," CO","Python. SQL. R. C++."
"3258","Associate Research Scientist - Machine Learning","Pearson","Cleveland"," OH","R. Excel. C++."
"3259","Sr. Data Scientist","Pivotal-Labs-Inc","McLean"," VA","C++."
"3260","Data Scientist","Noblis","Chicago"," IL","Python. R. C++."
"3261","Sr. Data Scientist","Ehealth","Annapolis Junction"," MD","C++."
"3262","Data Scientist","Reinsurance-Group-of-America","San Francisco"," CA","Python. R. Excel. C++. statistics. Java."
"3263","Data Scientist","Nci-Information-Systems-Inc","Southfield"," MI","Python. SQL. R. SAS. C++. statistics. Tableau."
"3264","Geospatial Data Scientist","Asml","Boston"," MA","Python. SQL. R. Excel. C++. statistics. Java."
"3265","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Antonio"," TX","C++."
"3266","Research Analyst","Qualcomm","Denver"," CO","Python. SQL. C++. statistics."
"3267","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. R. C++."
"3268","Sr. Data Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. SQL. R. C++. Tableau."
"3269","Data Scientist","Akuna-Capital","Washington"," DC","Python. SQL. R. SAS. Excel. C++. Tableau."
"3270","Sr. Data Scientist","Booz-Allen-Hamilton","San Francisco"," CA","Python. R. Excel. C++."
"3271","Data Scientist","City-&-County-of-SAN-Francisco","Chesterfield"," MO","Python. SQL. R. C++."
"3272","Data Scientist","Thyssenkrupp","Southfield"," MI","Python. SQL. R. SAS. Excel. C++."
"3273","Geospatial Data Scientist","Booz-Allen-Hamilton","Boston"," MA","R. C++. Tableau."
"3274","Data Scientist Front End of Innovation","Owens-Corning","Granville"," OH","Python. SQL. C++. Java."
"3275","Associate Research Scientist - Machine Learning","Pearson","San Antonio"," TX","NoSQL. R. C++. Java."
"3276","Sr. Data Scientist","Pivotal-Labs-Inc","Denver"," CO","SAS. Excel. C++. statistics. Java."
"3277","Data Scientist","Noblis","Washington"," DC","Python. R. SAS. C++. Java."
"3278","Sr. Data Scientist","Ehealth","San Francisco"," CA","C++."
"3279","Data Scientist","Reinsurance-Group-of-America","Chesterfield"," MO","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3280","STATISTICIAN DATA SCIENTIST - ENTERPRISE ANALYTICS","Unc-Health-Care","Chapel Hill"," NC","SQL. C++."
"3281","Data Scientist","Indeed","Seattle"," WA","Python. SQL. R. C++."
"3282","Machine Learning Engineer #93356","Sharp-Laboratories-of-America","Santa Ana"," CA","R. Excel. C++."
"3283","Statistician I","Thyssenkrupp","Nashville"," TN","C++."
"3284","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. R. C++."
"3285","Analyst - Business Analytics","Owens-Corning","Denver"," CO","C++."
"3286","Data Scientist - eBusiness","Pearson","Cleveland"," OH","Python. R. Excel. C++. statistics. Java."
"3287","Data Analyst/Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. SQL. R. SAS. C++. statistics. Tableau."
"3288","Junior Quantitative Researcher - Machine Learning","Noblis","Chicago"," IL","Python. SQL. R. Excel. C++. statistics. Java."
"3289","Data Architect, Senior","Ehealth","Annapolis Junction"," MD","C++."
"3290","Technology Expert I - Data Scientist","Reinsurance-Group-of-America","San Francisco"," CA","Python. SQL. C++. statistics."
"3291","Data Scientist","Thyssenkrupp","Southfield"," MI","Python. SQL. R. C++."
"3292","Geospatial Data Scientist","Booz-Allen-Hamilton","Boston"," MA","Python. SQL. R. C++. Tableau."
"3293","Data Scientist Front End of Innovation","Owens-Corning","Granville"," OH","Python. SQL. R. SAS. Excel. C++. Tableau."
"3294","Associate Research Scientist - Machine Learning","Pearson","San Antonio"," TX","Python. R. Excel. C++."
"3295","Sr. Data Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. R. C++."
"3296","Data Scientist","Noblis","Washington"," DC","Python. SQL. R. SAS. Excel. C++."
"3297","Sr. Data Scientist","Ehealth","San Francisco"," CA","R. C++. Tableau."
"3298","Data Scientist","Reinsurance-Group-of-America","Chesterfield"," MO","Python. SQL. C++. Java."
"3299","Statistician I","Thyssenkrupp","Southfield"," MI","NoSQL. R. C++. Java."
"3300","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","Boston"," MA","SAS. Excel. C++. statistics. Java."
"3301","Analyst - Business Analytics","Owens-Corning","Granville"," OH","Python. R. SAS. C++. Java."
"3302","Data Scientist - eBusiness","Pearson","San Antonio"," TX","C++."
"3303","Data Analyst/Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3304","Junior Quantitative Researcher - Machine Learning","Noblis","Washington"," DC","SQL. C++."
"3305","Data Architect, Senior","Ehealth","San Francisco"," CA","Python. SQL. R. C++."
"3306","Technology Expert I - Data Scientist","Reinsurance-Group-of-America","Chesterfield"," MO","R. Excel. C++."
"3307","Statistician I","Nci-Information-Systems-Inc","Southfield"," MI","C++."
"3308","Semiconductor Patterning Data Scientist","Asml","Boston"," MA","Python. R. C++."
"3309","Data Scientist - eBusiness","Parker-Hannifin","San Antonio"," TX","C++."
"3310","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Denver"," CO","Python. R. Excel. C++. statistics. Java."
"3311","Intern - Enterprise Data Science","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. R. SAS. C++. statistics. Tableau."
"3312","Data Analyst/Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. SQL. R. Excel. C++. statistics. Java."
"3313","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Washington"," DC","C++."
"3314","Data Architect, Senior","Booz-Allen-Hamilton","San Francisco"," CA","Python. SQL. C++. statistics."
"3315","Technology Expert I - Data Scientist","City-&-County-of-SAN-Francisco","Chesterfield"," MO","Python. SQL. R. C++."
"3316","Data Scientist","Nci-Information-Systems-Inc","Southfield"," MI","Python. SQL. R. C++. Tableau."
"3317","Geospatial Data Scientist","Asml","Boston"," MA","Python. SQL. R. SAS. Excel. C++. Tableau."
"3318","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Antonio"," TX","Python. R. Excel. C++."
"3319","Research Analyst","Qualcomm","Denver"," CO","Python. SQL. R. C++."
"3320","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. R. SAS. Excel. C++."
"3321","Sr. Data Scientist","Booz-Allen-Hamilton","Denver"," CO","R. C++. Tableau."
"3322","Data Scientist","Akuna-Capital","Washington"," DC","Python. SQL. C++. Java."
"3323","Sr. Data Scientist","Booz-Allen-Hamilton","San Francisco"," CA","NoSQL. R. C++. Java."
"3324","Data Scientist","City-&-County-of-SAN-Francisco","Chesterfield"," MO","SAS. Excel. C++. statistics. Java."
"3325","Statistician I","Nci-Information-Systems-Inc","Nashville"," TN","Python. R. SAS. C++. Java."
"3326","Semiconductor Patterning Data Scientist","Asml","San Jose"," CA","C++."
"3327","Data Scientist - eBusiness","Parker-Hannifin","Cleveland"," OH","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3328","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","San Diego"," CA","SQL. C++."
"3329","Intern - Enterprise Data Science","Micron-Technology-Inc","Boise"," ID","Python. SQL. R. C++."
"3330","Data Analyst/Scientist","Booz-Allen-Hamilton","McLean"," VA","R. Excel. C++."
"3331","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Chicago"," IL","C++."
"3332","Data Architect, Senior","Booz-Allen-Hamilton","Annapolis Junction"," MD","Python. R. C++."
"3333","Technology Expert I - Data Scientist","City-&-County-of-SAN-Francisco","San Francisco"," CA","C++."
"3334","Data Scientist","Thyssenkrupp","Southfield"," MI","Python. R. Excel. C++. statistics. Java."
"3335","Geospatial Data Scientist","Booz-Allen-Hamilton","Boston"," MA","Python. SQL. R. SAS. C++. statistics. Tableau."
"3336","Data Scientist Front End of Innovation","Owens-Corning","Granville"," OH","Python. SQL. R. Excel. C++. statistics. Java."
"3337","Associate Research Scientist - Machine Learning","Pearson","San Antonio"," TX","C++."
"3338","Sr. Data Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. C++. statistics."
"3339","Data Scientist","Noblis","Washington"," DC","Python. SQL. R. C++."
"3340","Sr. Data Scientist","Ehealth","San Francisco"," CA","Python. SQL. R. C++. Tableau."
"3341","Data Scientist","Reinsurance-Group-of-America","Chesterfield"," MO","Python. SQL. R. SAS. Excel. C++. Tableau."
"3342","STATISTICIAN DATA SCIENTIST - ENTERPRISE ANALYTICS","Unc-Health-Care","Chapel Hill"," NC","Python. R. Excel. C++."
"3343","Data Scientist","Indeed","Seattle"," WA","Python. SQL. R. C++."
"3344","Machine Learning Engineer #93356","Sharp-Laboratories-of-America","Santa Ana"," CA","Python. SQL. R. SAS. Excel. C++."
"3345","Statistician I","Nci-Information-Systems-Inc","Southfield"," MI","R. C++. Tableau."
"3346","Semiconductor Patterning Data Scientist","Asml","Boston"," MA","Python. SQL. C++. Java."
"3347","Data Scientist - eBusiness","Parker-Hannifin","San Antonio"," TX","NoSQL. R. C++. Java."
"3348","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Denver"," CO","SAS. Excel. C++. statistics. Java."
"3349","Intern - Enterprise Data Science","Micron-Technology-Inc","Mountain View"," CA","Python. R. SAS. C++. Java."
"3350","Data Analyst/Scientist","Booz-Allen-Hamilton","Denver"," CO","C++."
"3351","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Washington"," DC","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3352","Data Architect, Senior","Booz-Allen-Hamilton","San Francisco"," CA","SQL. C++."
"3353","Technology Expert I - Data Scientist","City-&-County-of-SAN-Francisco","Chesterfield"," MO","Python. SQL. R. C++."
"3354","Data Scientist","Nci-Information-Systems-Inc","Nashville"," TN","R. Excel. C++."
"3355","Geospatial Data Scientist","Asml","San Jose"," CA","C++."
"3356","Associate Research Scientist - Machine Learning","Parker-Hannifin","Cleveland"," OH","Python. R. C++."
"3357","Research Analyst","Qualcomm","San Diego"," CA","C++."
"3358","Data Scientist","Micron-Technology-Inc","Boise"," ID","Python. R. Excel. C++. statistics. Java."
"3359","Sr. Data Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. R. SAS. C++. statistics. Tableau."
"3360","Data Scientist","Akuna-Capital","Chicago"," IL","Python. SQL. R. Excel. C++. statistics. Java."
"3361","Sr. Data Scientist","Booz-Allen-Hamilton","Annapolis Junction"," MD","C++."
"3362","Data Scientist","City-&-County-of-SAN-Francisco","San Francisco"," CA","Python. SQL. C++. statistics."
"3363","Statistician I","Thyssenkrupp","Nashville"," TN","Python. SQL. R. C++."
"3364","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. SQL. R. C++. Tableau."
"3365","Analyst - Business Analytics","Owens-Corning","Denver"," CO","Python. SQL. R. SAS. Excel. C++. Tableau."
"3366","Data Scientist - eBusiness","Pearson","Cleveland"," OH","Python. R. Excel. C++."
"3367","Data Analyst/Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. SQL. R. C++."
"3368","Junior Quantitative Researcher - Machine Learning","Noblis","Chicago"," IL","Python. SQL. R. SAS. Excel. C++."
"3369","Data Architect, Senior","Ehealth","Annapolis Junction"," MD","R. C++. Tableau."
"3370","Technology Expert I - Data Scientist","Reinsurance-Group-of-America","San Francisco"," CA","Python. SQL. C++. Java."
"3371","Statistician I","Nci-Information-Systems-Inc","San Diego"," CA","NoSQL. R. C++. Java."
"3372","Semiconductor Patterning Data Scientist","Asml","Lowell"," AR","SAS. Excel. C++. statistics. Java."
"3373","Data Scientist - eBusiness","Parker-Hannifin","Durham"," NC","Python. R. SAS. C++. Java."
"3374","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Wayzata"," MN","C++."
"3375","Intern - Enterprise Data Science","Micron-Technology-Inc","Pittsburgh"," PA","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3376","Data Analyst/Scientist","Booz-Allen-Hamilton","Charlotte"," NC","SQL. C++."
"3377","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Mountain View"," CA","Python. SQL. R. C++."
"3378","Data Architect, Senior","Booz-Allen-Hamilton","San Francisco"," CA","R. Excel. C++."
"3379","Technology Expert I - Data Scientist","City-&-County-of-SAN-Francisco","Columbus"," OH","C++."
"3380","Statistician I","Thyssenkrupp","Southfield"," MI","Python. R. C++."
"3381","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","Boston"," MA","C++."
"3382","Analyst - Business Analytics","Owens-Corning","Granville"," OH","Python. R. Excel. C++. statistics. Java."
"3383","Data Scientist - eBusiness","Pearson","San Antonio"," TX","Python. SQL. R. SAS. C++. statistics. Tableau."
"3384","Data Analyst/Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. R. Excel. C++. statistics. Java."
"3385","Junior Quantitative Researcher - Machine Learning","Noblis","Washington"," DC","C++."
"3386","Data Architect, Senior","Ehealth","San Francisco"," CA","Python. SQL. C++. statistics."
"3387","Technology Expert I - Data Scientist","Reinsurance-Group-of-America","Chesterfield"," MO","Python. SQL. R. C++."
"3388","Statistician I","Nci-Information-Systems-Inc","Southfield"," MI","Python. SQL. R. C++. Tableau."
"3389","Semiconductor Patterning Data Scientist","Asml","Boston"," MA","Python. SQL. R. SAS. Excel. C++. Tableau."
"3390","Data Scientist - eBusiness","Parker-Hannifin","San Antonio"," TX","Python. R. Excel. C++."
"3391","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Denver"," CO","Python. SQL. R. C++."
"3392","Intern - Enterprise Data Science","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. R. SAS. Excel. C++."
"3393","Data Analyst/Scientist","Booz-Allen-Hamilton","Denver"," CO","R. C++. Tableau."
"3394","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Washington"," DC","Python. SQL. C++. Java."
"3395","Data Architect, Senior","Booz-Allen-Hamilton","San Francisco"," CA","NoSQL. R. C++. Java."
"3396","Technology Expert I - Data Scientist","City-&-County-of-SAN-Francisco","Chesterfield"," MO","SAS. Excel. C++. statistics. Java."
"3397","Statistician I","Thyssenkrupp","Nashville"," TN","Python. R. SAS. C++. Java."
"3398","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","C++."
"3399","Analyst - Business Analytics","Owens-Corning","Denver"," CO","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3400","Data Scientist - eBusiness","Pearson","Cleveland"," OH","SQL. C++."
"3401","Data Analyst/Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. SQL. R. C++."
"3402","Junior Quantitative Researcher - Machine Learning","Noblis","Chicago"," IL","R. Excel. C++."
"3403","Data Architect, Senior","Ehealth","Annapolis Junction"," MD","C++."
"3404","Technology Expert I - Data Scientist","Reinsurance-Group-of-America","San Francisco"," CA","Python. R. C++."
"3405","Data Scientist","Thyssenkrupp","San Diego"," CA","C++."
"3406","Geospatial Data Scientist","Booz-Allen-Hamilton","Lowell"," AR","Python. R. Excel. C++. statistics. Java."
"3407","Data Scientist Front End of Innovation","Owens-Corning","San Jose"," CA","Python. SQL. R. SAS. C++. statistics. Tableau."
"3408","Associate Research Scientist - Machine Learning","Pearson","Durham"," NC","Python. SQL. R. Excel. C++. statistics. Java."
"3409","Sr. Data Scientist","Pivotal-Labs-Inc","Charlotte"," NC","C++."
"3410","Data Scientist","Noblis","Mountain View"," CA","Python. SQL. C++. statistics."
"3411","Sr. Data Scientist","Ehealth","San Francisco"," CA","Python. SQL. R. C++."
"3412","Data Scientist","Reinsurance-Group-of-America","Columbus"," OH","Python. SQL. R. C++. Tableau."
"3413","Data Analyst/Scientist","Thyssenkrupp","Nashville"," TN","Python. SQL. R. SAS. Excel. C++. Tableau."
"3414","Data Engineer","Booz-Allen-Hamilton","San Jose"," CA","Python. R. Excel. C++."
"3415","Data Scientist","Owens-Corning","Denver"," CO","Python. SQL. R. C++."
"3416","Control Systems Data Scientist","Pearson","Cleveland"," OH","Python. SQL. R. SAS. Excel. C++."
"3417","Data Science Analyst - Periscope","Pivotal-Labs-Inc","McLean"," VA","R. C++. Tableau."
"3418","Statistician/Intermediate - Levine Cancer Institute","Noblis","Chicago"," IL","Python. SQL. C++. Java."
"3419","Data and Research Analyst","Ehealth","Annapolis Junction"," MD","NoSQL. R. C++. Java."
"3420","Data Scientist-ISD","Reinsurance-Group-of-America","San Francisco"," CA","SAS. Excel. C++. statistics. Java."
"3421","Data Scientist","Thyssenkrupp","Southfield"," MI","Python. R. SAS. C++. Java."
"3422","Geospatial Data Scientist","Booz-Allen-Hamilton","Boston"," MA","C++."
"3423","Data Scientist Front End of Innovation","Owens-Corning","Granville"," OH","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"3424","Associate Research Scientist - Machine Learning","Pearson","San Antonio"," TX","SQL. C++."
"3425","Sr. Data Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. R. C++."
"3426","Data Scientist","Noblis","Washington"," DC","R. Excel. C++."
"3427","Sr. Data Scientist","Ehealth","San Francisco"," CA","C++."
"3428","Data Scientist","Reinsurance-Group-of-America","Chesterfield"," MO","Python. R. C++."
"3429","Data Scientist","Indeed","Seattle"," WA","C++."
"3430","Research Programmer - Genetics, next generation sequencing (NGS) data analysis","Md-Anderson-Cancer-Center","Houston"," TX","Python. R. Excel. C++. statistics. Java."
